episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
194,30.0065,337,3.2,0.420,0.3049,68,0.023,0.52,-0.87,0.0636,0.1496,0.024,7.9
195,27.3979,314,3.3,0.540,0.3011,68,0.023,0.48,-0.69,0.0649,0.1552,0.012,7.8
196,33.4249,313,3.3,0.390,0.3014,68,0.023,0.48,-0.92,0.0646,0.1512,0.012,7.9
197,21.2357,309,3.3,0.550,0.3053,68,0.023,0.48,-0.67,0.0650,0.1613,0.000,7.9
198,26.9694,279,3.3,0.410,0.3067,72,0.022,0.43,-0.89,0.0649,0.1630,0.000,7.8
199,31.6735,310,3.4,0.530,0.3056,64,0.024,0.48,-0.70,0.0610,0.1524,0.000,7.9
200,35.8504,307,3.4,0.380,0.3086,62,0.025,0.47,-0.93,0.0608,0.1493,0.000,7.9
201,22.9764,270,3.5,0.580,0.3160,61,0.026,0.41,-0.63,0.0600,0.1497,0.013,7.8
202,38.9627,348,3.3,0.390,0.3179,64,0.024,0.54,-0.92,0.0785,0.1572,0.013,7.8
203,34.0107,321,3.4,0.530,0.3062,63,0.025,0.49,-0.70,0.0713,0.1498,0.013,7.9
204,20.8600,256,3.5,0.430,0.3107,58,0.027,0.39,-0.86,0.0644,0.1514,0.025,8.0
205,43.3833,298,3.3,0.540,0.3118,65,0.024,0.46,-0.69,0.0630,0.1563,0.025,8.0
206,22.7212,273,3.4,0.420,0.3181,69,0.023,0.42,-0.87,0.0636,0.1648,0.012,8.0
207,29.8639,335,3.6,0.530,0.3180,67,0.023,0.52,-0.70,0.0601,0.1690,0.000,8.1
208,30.4394,306,3.5,0.420,0.3111,62,0.025,0.47,-0.87,0.0654,0.1656,0.000,7.9
209,24.7500,324,3.4,0.510,0.3028,63,0.025,0.50,-0.73,0.0694,0.1574,0.012,8.0
210,26.6057,267,3.3,0.440,0.2998,61,0.026,0.41,-0.84,0.0639,0.1467,0.012,7.9
211,27.6026,259,3.3,0.540,0.3017,68,0.023,0.40,-0.69,0.0595,0.1476,0.013,7.8
212,37.8751,384,3.2,0.390,0.3009,65,0.024,0.59,-0.92,0.0590,0.1514,0.012,7.9
213,31.4652,304,3.4,0.540,0.2980,63,0.025,0.47,-0.69,0.0639,0.1480,0.012,7.9
214,37.1852,343,3.4,0.410,0.2930,65,0.024,0.53,-0.89,0.0612,0.1415,0.012,7.8
215,41.0423,407,3.4,0.520,0.2914,62,0.025,0.63,-0.72,0.0586,0.1454,0.012,7.8
216,36.6495,386,3.2,0.470,0.2907,69,0.023,0.59,-0.80,0.0622,0.1539,0.012,7.9
217,28.4691,327,3.2,0.420,0.3026,66,0.024,0.50,-0.87,0.0587,0.1584,0.000,7.9
218,24.6156,301,3.3,0.510,0.3055,66,0.024,0.46,-0.73,0.0603,0.1571,0.000,7.9
